0.00E+00,6.20E+00,4.00E-01,1.65E+02,1.58E+02,1.60E+01
0.00E+00,6.20E+00,1.20E+00,1.20E+02,1.20E+02,1.60E+01
0.00E+00,6.37E+00,1.20E+00,1.15E+01,2.00E+01,2.90E+01
0.00E+00,7.00E+00,2.00E+00,6.00E+01,6.00E+01,1.81E+01
0.00E+00,1.00E+01,1.00E+00,1.50E+02,0.00E+00,1.80E+01
0.00E+00,1.25E+01,3.00E+00,1.80E+02,1.94E+02,1.80E+01
0.00E+00,1.25E+01,3.00E+00,3.00E+02,3.24E+02,1.80E+01
0.00E+00,1.50E+01,2.50E+00,2.40E+02,3.74E+02,2.60E+01
0.00E+00,1.60E+01,2.50E+00,1.20E+02,1.72E+02,2.39E+01
0.00E+00,1.90E+01,5.00E+00,1.50E+02,1.80E+02,2.00E+01
0.00E+00,1.90E+01,5.00E+00,3.60E+02,4.32E+02,2.00E+01
0.00E+00,2.49E+01,5.00E+00,4.00E+01,5.50E+01,2.40E+01
0.00E+00,2.50E+01,4.00E+00,4.80E+02,6.00E+02,2.08E+01
0.00E+00,2.50E+01,1.00E+01,2.12E+02,3.00E+02,2.36E+01
0.00E+00,2.50E+01,5.00E+00,2.00E+01,3.00E+01,2.50E+01
0.00E+00,2.50E+01,5.00E+00,1.50E+02,2.50E+02,2.78E+01
0.00E+00,2.50E+01,5.00E+00,6.55E+01,1.10E+02,2.80E+01
0.00E+00,2.50E+01,2.50E+00,1.80E+02,2.40E+02,2.22E+01
0.00E+00,2.50E+01,3.50E+00,2.40E+02,3.20E+02,2.22E+01
0.00E+00,2.80E+01,8.00E+00,4.17E+01,5.00E+01,2.00E+01
0.00E+00,3.00E+01,1.00E+01,2.40E+02,3.80E+02,2.64E+01
0.00E+00,3.10E+01,4.00E+00,3.30E+02,4.36E+02,2.20E+01
0.00E+00,3.30E+01,5.00E+00,1.20E+02,1.44E+02,2.00E+01
0.00E+00,3.50E+01,9.30E+00,3.00E+02,5.04E+02,2.80E+01
0.00E+00,3.60E+01,5.00E+00,4.80E+02,7.56E+02,2.62E+01
0.00E+00,4.00E+01,6.00E+00,3.60E+02,8.64E+02,4.00E+01
0.00E+00,4.54E+01,1.00E+01,3.60E+02,5.00E+02,2.31E+01
0.00E+00,4.76E+01,6.80E+00,4.80E+02,6.67E+02,2.31E+01
0.00E+00,5.00E+01,4.00E+00,3.60E+02,4.78E+02,2.21E+01
0.00E+00,5.00E+01,1.50E+01,2.40E+02,4.00E+02,2.78E+01
0.00E+00,5.00E+01,1.50E+01,1.50E+02,2.50E+02,2.78E+01
0.00E+00,5.50E+01,5.00E+00,3.60E+02,5.34E+02,2.47E+01
0.00E+00,5.50E+01,1.10E+01,4.80E+02,8.00E+02,2.78E+01
0.00E+00,7.50E+01,1.00E+01,7.20E+01,1.20E+02,2.78E+01
0.00E+00,8.00E+01,2.00E+01,6.00E+01,7.20E+01,2.00E+01
0.00E+00,1.00E+02,1.00E+02,4.20E+02,7.84E+02,3.11E+01
1.00E+00,2.20E+00,3.80E-01,7.50E+01,4.00E+01,8.89E+00
1.00E+00,2.40E+00,3.00E-01,5.90E+01,5.31E+01,1.50E+01
1.00E+00,5.00E+00,1.00E+00,2.40E+02,2.60E+02,1.81E+01
1.00E+00,5.00E+00,1.50E+00,2.40E+02,1.73E+02,1.20E+01
1.00E+00,6.25E+00,2.00E+00,1.50E+02,1.44E+02,1.60E+01
1.00E+00,6.25E+00,2.00E+00,2.10E+02,2.02E+02,1.60E+01
1.00E+00,7.00E+00,1.80E+00,1.50E+02,1.23E+02,1.36E+01
1.00E+00,8.00E+00,2.50E+00,3.60E+02,3.90E+02,1.81E+01
1.00E+00,1.22E+01,2.50E+00,3.90E+02,3.06E+02,1.31E+01
1.00E+00,1.25E+01,5.00E+00,2.70E+02,2.92E+02,1.80E+01
1.00E+00,1.25E+01,5.00E+00,4.80E+02,5.18E+02,1.80E+01
1.00E+00,1.50E+01,5.00E+00,1.44E+03,1.32E+03,1.53E+01
1.00E+00,1.60E+01,5.00E-01,1.70E+02,1.62E+02,1.58E+01
1.00E+00,1.60E+01,5.00E-01,1.70E+02,1.62E+02,1.58E+01
1.00E+00,1.70E+01,1.50E+00,1.10E+02,1.05E+02,1.58E+01
1.00E+00,1.85E+01,3.00E+00,1.35E+02,1.35E+02,1.67E+01
1.00E+00,2.30E+01,4.00E+00,3.00E+02,6.48E+02,3.60E+01
1.00E+00,2.50E+01,3.25E+00,1.20E+03,1.58E+03,2.20E+01
1.00E+00,2.50E+01,1.10E+01,1.20E+03,1.80E+03,2.50E+01
1.00E+00,2.80E+01,4.00E+00,1.44E+03,1.87E+03,2.16E+01
1.00E+00,3.00E+01,5.50E+00,4.20E+02,9.07E+02,3.60E+01
1.00E+00,3.60E+01,3.10E+00,8.40E+02,1.17E+03,2.31E+01
1.00E+00,3.80E+01,5.00E+00,6.00E+02,9.45E+02,2.62E+01
1.00E+00,3.80E+01,1.00E+01,7.20E+02,9.60E+02,2.22E+01
1.00E+00,3.90E+01,1.00E+01,1.80E+02,2.40E+02,2.22E+01
1.00E+00,4.50E+01,1.10E+01,6.00E+02,1.00E+03,2.78E+01
1.00E+00,5.50E+01,1.90E+01,6.00E+02,1.10E+03,3.06E+01
1.00E+00,6.00E+01,2.00E+01,3.60E+02,9.60E+02,4.44E+01
1.00E+00,9.50E+01,3.40E+01,4.80E+02,9.63E+02,3.34E+01
1.00E+00,1.02E+02,2.27E+01,1.44E+03,2.22E+03,2.57E+01
1.00E+00,2.00E+02,3.00E+01,1.20E+03,2.50E+03,3.47E+01
2.00E+00,5.49E+00,3.00E+00,5.30E+01,5.72E+01,1.80E+01
2.00E+00,7.00E+00,3.50E+00,4.20E+01,3.00E+01,1.19E+01
2.00E+00,9.00E+00,2.70E+00,5.50E+01,7.59E+01,2.30E+01
2.00E+00,1.17E+01,4.79E+00,2.30E+01,1.24E+01,9.00E+00
2.00E+00,1.17E+01,3.55E+00,4.00E+01,2.16E+01,9.00E+00
2.00E+00,1.17E+01,3.55E+00,4.00E+01,2.16E+01,9.00E+00
2.00E+00,1.17E+01,5.89E+00,1.60E+01,8.64E+00,9.00E+00
2.00E+00,1.17E+01,5.89E+00,1.60E+01,8.64E+00,9.00E+00
2.00E+00,1.19E+01,3.31E+00,2.40E+01,1.30E+01,9.00E+00
2.00E+00,1.19E+01,5.04E+00,2.30E+01,1.24E+01,9.00E+00
2.00E+00,1.19E+01,3.80E+00,4.00E+01,2.16E+01,9.00E+00
2.00E+00,1.19E+01,6.14E+00,1.60E+01,8.64E+00,9.00E+00
2.00E+00,1.20E+01,3.00E+00,4.50E+01,3.38E+01,1.25E+01
2.00E+00,1.50E+01,4.00E+00,3.00E+02,1.75E+02,9.72E+00
2.00E+00,1.50E+01,4.00E+00,3.00E+02,1.75E+02,9.72E+00
2.00E+00,1.50E+01,4.00E+00,3.00E+02,1.75E+02,9.72E+00
2.00E+00,1.54E+01,6.80E+00,7.40E+01,8.88E+01,2.00E+01
2.00E+00,1.55E+01,5.50E+00,3.80E+01,4.23E+01,1.86E+01
2.00E+00,1.65E+01,2.50E+00,1.80E+02,1.44E+02,1.33E+01
2.00E+00,1.70E+01,5.00E+00,1.70E+01,1.90E+01,1.86E+01
2.00E+00,1.90E+01,9.00E+00,1.70E+01,9.18E+00,9.00E+00
2.00E+00,1.90E+01,9.00E+00,1.70E+01,9.18E+00,9.00E+00
2.00E+00,1.90E+01,6.00E+00,2.30E+01,1.24E+01,9.00E+00
2.00E+00,1.90E+01,3.00E+00,2.60E+01,1.40E+01,9.00E+00
2.00E+00,2.10E+01,1.00E+01,7.50E+01,6.75E+01,1.50E+01
2.00E+00,2.20E+01,8.60E+00,4.30E+01,5.68E+01,2.20E+01
2.00E+00,2.48E+01,1.00E+01,2.00E+01,8.40E+00,7.00E+00
2.00E+00,2.48E+01,8.00E+00,1.90E+01,7.98E+00,7.00E+00
2.00E+00,2.49E+01,1.00E+01,6.00E+01,3.50E+01,1.25E+01
2.00E+00,2.50E+01,4.50E+00,3.00E+02,2.01E+02,1.12E+01
2.00E+00,2.50E+01,4.00E+00,1.80E+02,1.62E+02,1.50E+01
2.00E+00,2.50E+01,1.00E+01,5.00E+01,3.86E+01,1.29E+01
2.00E+00,2.50E+01,5.00E+00,3.20E+01,2.50E+01,1.30E+01
2.00E+00,2.50E+01,8.00E+00,1.50E+01,9.00E+00,1.00E+01
2.00E+00,2.50E+01,5.00E+00,2.20E+01,1.30E+01,9.85E+00
2.00E+00,2.50E+01,3.00E+00,3.00E+01,1.80E+01,1.00E+01
2.00E+00,2.50E+01,1.00E+01,4.50E+01,2.40E+01,8.89E+00
2.00E+00,2.50E+01,5.00E+00,2.40E+02,1.88E+02,1.30E+01
2.00E+00,2.80E+01,7.10E+00,5.50E+01,4.62E+01,1.40E+01
2.00E+00,2.90E+01,1.00E+01,2.40E+02,1.15E+02,8.00E+00
2.00E+00,2.91E+01,1.00E+01,1.80E+01,1.30E+01,1.20E+01
2.00E+00,3.00E+01,1.30E+01,4.50E+01,5.40E+01,2.00E+01
2.00E+00,3.00E+01,1.30E+01,4.50E+01,5.40E+01,2.00E+01
2.00E+00,3.49E+01,1.59E+01,5.00E+01,6.00E+01,2.00E+01
2.00E+00,3.69E+01,2.00E+01,1.80E+01,9.72E+00,9.00E+00
2.00E+00,3.69E+01,1.40E+01,6.00E+01,3.24E+01,9.00E+00
2.00E+00,3.88E+01,1.60E+01,1.00E+01,7.20E+00,1.20E+01
2.00E+00,4.20E+01,1.60E+01,1.00E+01,4.20E+00,7.00E+00
2.00E+00,4.58E+01,1.60E+01,1.20E+01,5.76E+00,8.00E+00
2.00E+00,4.66E+01,2.00E+01,1.70E+01,1.22E+01,1.20E+01
2.00E+00,4.75E+01,2.00E+01,1.50E+01,6.30E+00,7.00E+00
2.00E+00,4.91E+01,2.00E+01,1.50E+01,9.00E+00,1.00E+01
2.00E+00,6.65E+01,3.00E+01,2.05E+01,8.61E+00,7.00E+00
2.00E+00,7.00E+01,3.00E+01,7.50E+00,0.00E+00,0.00E+00
2.00E+00,8.10E+01,1.00E+01,2.50E+01,1.50E+01,1.00E+01
2.00E+00,8.10E+01,2.00E+01,2.10E+01,1.20E+01,9.52E+00
2.00E+00,8.10E+01,3.00E+01,1.50E+01,9.00E+00,1.00E+01
2.00E+00,1.00E+02,5.00E+01,4.20E+01,2.52E+01,1.00E+01
2.00E+00,1.40E+02,7.00E+01,6.00E+01,9.00E+01,2.50E+01